collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2003-08-07,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Swiss Pediatric Oncology Group - Geneva,D9602,1
2014-02-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Kentucky/Markey Cancer Center,AALL08B1,2
2014-05-29,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Carilion Clinic Children's Hospital,AALL08B1,2
2007-10-08,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Nemours Children's Clinic-Jacksonville,AHOD0031,1
2004-12-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Kaiser Permanente-Oakland,CCG-B947,1
2010-12-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Illinois,ABTR01B1,10
2004-08-25,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Memorial University Medical Center,CCG-B947,1
2012-01-05,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AREN03B2,4
2015-02-22,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Royal Children's Hospital,AALL0932,2
2001-09-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Children's Hospital Colorado,CCG-B947,1
2007-07-09,***,***,Bone Marrow,***,Pre-Therapy,The Childrens Mercy Hospital,AALL03B1,1
2013-08-03,Tissue,Frozen,Other,Malignant,Pre-Therapy,Hospital for Sick Children,AHOD04B1,1
2009-03-09,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,New York University Langone Medical Center,ACNS02B3,1
2011-10-20,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Memorial Sloan-Kettering Cancer Center,D9902,2
2004-06-03,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Saint Barnabas Medical Center,AALL03B1,2
2010-02-10,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,Hospital for Sick Children,ANBL00B1,7
2012-08-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Southern California Permanente Medical Group,AALL08B1,2
2013-04-25,Tissue Slide,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,University of North Carolina at Chapel Hill,AREN03B2,6
2002-04-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Other/Not Specified,UCSF Medical Center-Mission Bay,ANBL00B1,1
2009-08-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital Los Angeles,AALL0331,3
1999-04-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Post-Therapy,The Childrens Mercy Hospital,CCG-1961,1
2007-11-09,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,New York Medical College,ANBL00B1,2
2015-02-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Marshfield Clinic,AALL08B1,3
2010-01-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Children's Hospital Colorado,AALL05B1,3
2002-07-24,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,State University of New York Upstate Medical University,D9902,1
2014-06-19,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,BI-LO Charities Children's Cancer Center,ANBL12P1,1
2013-04-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Children's National Medical Center,AALL08B1,2
2004-10-07,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,The University of Arizona Medical Center-University Campus,AEWS02B1,3
1998-02-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-B947,1
2008-12-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Nemours Children's Clinic-Jacksonville,AALL03B1,3
2011-01-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,All Children's Hospital,AEWS07B1,5
2007-12-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,IWK Health Centre,AALL0232,5
2004-10-11,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Winthrop University Hospital,ABTR01B1,6
2012-06-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Therapeutic Relapse,University of Illinois,ABTR01B1,6
2012-08-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Childrens Hospital of Orange County,AALL08B1,2
1997-05-07,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Sanford USD Medical Center - Sioux Falls,CCG-B947,3
2007-07-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Children's Hospital of Alabama,POG-9900,2
2012-07-19,Tissue,Frozen,Not Specified,Malignant,Post-Therapy,Blank Children's Hospital,ANBL00B1,2
2000-02-08,Tissue,Fixed-Formalin,Ovary,Non-Malignant,Other/Not Specified,Children's Hospital and Research Center at Oakland,AE22,1
2014-12-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Phoenix Childrens Hospital,AALL1131,11
2009-01-30,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,The University of Arizona Medical Center-University Campus,AALL0331,2
2011-12-29,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Phoenix Childrens Hospital,AALL08B1,1
2007-03-09,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Methodist Children's Hospital of South Texas,AREN03B2,1
2011-09-08,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Midwest Children's Cancer Center,AALL0434,5
2009-10-09,Serum,Frozen,Blood,Not Specified,Pre-Therapy,UMDNJ - Robert Wood Johnson University Hospital,ANBL00B1,5
2014-02-07,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Princess Margaret Hospital for Children,ANBL00B1,2
2011-11-08,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Women's and Children's Hospital-Adelaide,ARST0531,1
2007-02-08,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kaiser Permanente-Oakland,AHOD03P1,3
2013-03-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Princess Margaret Hospital for Children,AREN03B2,3
2013-09-19,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Children's Hospital Colorado,AALL1131,2
2009-04-22,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Yale University,AALL03B1,2
2000-05-18,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,University of Wisconsin Hospital and Clinics,CCG-B947,2
2013-07-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Santa Barbara Cottage Hospital,AALL1131,1
2009-12-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital and Research Center at Oakland,AALL03B1,3
2013-04-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Inova Fairfax Hospital,AALL1131,1
2014-12-02,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Alabama,AALL08B1,1
2006-05-22,Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,Providence Sacred Heart Medical Center and Children's Hospital,ADVL0821,1
2013-03-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Rochester,AALL0932,2
2000-01-12,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Children's Hospital Central California,P9754,7
2010-10-27,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Children's Hospital Colorado,AREN03B2,2
2009-05-26,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Nemours Children's Clinic-Jacksonville,D9902,13
2009-05-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital Medical Center of Akron,AREN03B2,12
2012-05-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Alfred I duPont Hospital for Children,AALL0932,4
2012-04-03,Serum,Frozen,Blood,Not Specified,Post-Therapy,Miller Children's and Women's Hospital Long Beach,AHOD04B1,6
2006-01-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Saint Joseph's Hospital/Children's Hospital-Tampa,AALL03B1,3
2011-02-18,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Cleveland Clinic Foundation,AALL08B1,1
1997-04-10,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,Mayo Clinic,CCG-B947,2
2007-04-30,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Carolinas Medical Center,AALL03B1,1
2008-03-10,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,AHOD0031,2
2015-01-30,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Novant Health Presbyterian Medical Center,AALL1131,1
2014-08-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Vermont College of Medicine,AALL08B1,1
2007-03-01,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital New Orleans,D9902,1
2014-07-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Mayo Clinic,AALL08B1,18
2015-01-16,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Rocky Mountain Hospital for Children-Presbyterian Saint Luke's Medical Center,AEWS07B1,5
2014-05-05,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Kaiser Permanente-Oakland,ANBL00B1,1
2010-09-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Providence Sacred Heart Medical Center and Children's Hospital,AALL03B1,15
2012-08-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL0932,1
2010-05-18,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,University of Mississippi Medical Center,ACNS0331,1
2013-07-19,Tissue Slide,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Saint Joseph's Regional Medical Center,AREN03B2,1
1998-10-21,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital Central California,D9502,1
2012-10-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Walter Reed National Military Medical Center,ACNS02B3,9
2012-02-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Rocky Mountain Hospital for Children-Presbyterian Saint Luke's Medical Center,ABTR01B1,16
2010-03-11,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Washington University School of Medicine,ACNS02B3,1
2011-03-24,Tissue,Frozen,Other,Metastatic,Pre-Therapy,University of Iowa/Holden Comprehensive Cancer Center,ANBL00B1,5
2010-11-24,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Midwest Children's Cancer Center,AREN03B2,4
2001-10-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Children's Hospital and Research Center at Oakland,CCG-1961,1
2012-03-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Bronson Methodist Hospital,AEWS1031,2
2001-09-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,State University of New York Upstate Medical University,P9754,78
2007-10-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Legacy Emanuel Children's Hospital,AREN03B2,14
2004-03-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital Central California,CCG-B947,20
2008-01-31,Tissue Slide,Frozen,Not Specified,Non-Malignant,Post-Therapy,Naval Medical Center - Portsmouth,ANBL00B1,1
2014-12-08,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Baylor College of Medicine,AALL08B1,2
1997-04-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital and Research Center at Oakland,CCG-1961,1
2007-05-14,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Mississippi Medical Center,AALL03B1,1
2015-02-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Baylor College of Medicine,AALL08B1,1
2015-02-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AALL08B1,16
2010-04-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Southern Illinois University,AALL03B1,20
2006-01-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Inova Fairfax Hospital,AALL03B1,21
2014-08-01,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital of Eastern Ontario,ANBL00B1,5
2007-10-05,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Kentucky/Markey Cancer Center,AALL03B1,2
2004-07-06,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Geisinger Medical Center,AALL0232,2
2008-04-17,Whole Bone Marrow,Fixed-Formalin,Not Specified,Not Specified,Other/Not Specified,Morristown Memorial Hospital,AAML0531,2
2008-03-27,***,***,Bone Marrow,***,Pre-Therapy,State University of New York Upstate Medical University,AALL0331,1
2004-08-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-1991,1
2000-05-04,Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,The Steven and Alexandra Cohen Children's Medical Center of New York,P9851,2
2013-11-15,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital,AREN03B2,2
2013-07-26,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Maine Children's Cancer Program,AALL08B1,2
2006-03-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Helen DeVos Children's Hospital at Spectrum Health,AALL03B1,2
2007-06-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Legacy Emanuel Children's Hospital,AALL0232,1
2012-08-29,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,The University of Arizona Medical Center-University Campus,AALL1131,2
2005-07-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Kentucky/Markey Cancer Center,AALL0331,1
2011-10-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Specialty Center of Nevada II,AALL08B1,8
2013-06-24,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Santa Barbara Cottage Hospital,AALL1131,1
2010-04-27,Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,ABTR01B1,1
2000-09-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Maimonides Medical Center,A5971,10
2008-02-05,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Lurie Children's Hospital-Chicago,AALL0232,1
2011-08-04,Plasma,Frozen,Blood,Not Specified,Pre-Therapy,Seattle Children's Hospital,AOST06B1,6
2014-09-25,Tissue,Frozen,Not Specified,Non-Malignant,Post-Therapy,Johns Hopkins University/Sidney Kimmel Cancer Center,ANBL12P1,2
2012-04-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Saint John's Mercy Medical Center,AALL05B1,9
1997-05-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Janeway Child Health Centre,CCG-B947,1
2000-08-31,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Dartmouth Hitchcock Medical Center,POG-9047,1
1996-01-22,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Cook Children's Medical Center,POG-9047,1
2015-02-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Starship Children's Hospital,AALL08B1,19
2014-11-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Rady Children's Hospital - San Diego,AALL0932,11
2003-10-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Alabama,ANBL00B1,23
2001-09-12,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Saint Jude Midwest Affiliate,ANBL00B1,2
2007-05-30,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,ANBL00P3,1
2010-11-30,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Midwest Children's Cancer Center,ARST0331,1
2007-10-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,UMDNJ - Robert Wood Johnson University Hospital,AALL03B1,11
1998-02-18,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,University of Wisconsin Hospital and Clinics,CCG-B947,3
2011-03-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Sinai Hospital of Baltimore,AEWS07B1,2
2010-03-07,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Primary Children's Hospital,AALL03B1,1
2012-08-28,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Mary Bridge Children's Hospital and Health Center,AALL0932,1
2014-05-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,ACNS02B3,23
2010-01-25,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Chicago Comprehensive Cancer Center,ACNS02B3,4
2000-12-18,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Hackensack University Medical Center,POG-9047,6
1997-05-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,CCG-B947,1
2013-05-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital Los Angeles,AALL0932,2
2014-09-10,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,All Children's Hospital,AALL1131,2
2006-09-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Nemours Children's Hospital,AALL0331,10
2014-04-03,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Saint John's Mercy Medical Center,AALL0932,1
2015-01-28,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,New York University Langone Medical Center,AREN03B2,2
2009-03-27,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Florida Hospital Orlando,ANBL0532,2
2014-10-08,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL1131,2
2001-03-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Duke University Medical Center,ANBL00B1,1
1999-06-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Oregon Health and Science University,CCG-1961,2
2006-01-26,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's National Medical Center,AALL03B1,1
2001-04-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Saint Joseph's Regional Medical Center,AALL0433,2
2009-11-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Midwest Children's Cancer Center,AALL03B1,4
2008-02-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Sanford Medical Center-Fargo,AALL03B1,3
2008-03-19,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Childrens Hospital-King's Daughters,AALL03B1,10
2012-10-22,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Advocate Children's Hospital-Oak Lawn,AALL1131,2
2006-06-06,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Philadelphia,AALL0232,2
2013-01-15,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AREN03B2,1
2014-05-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital Medical Center of Akron,AALL08B1,1
2006-03-07,Tissue,Fixed-Formalin,Not Specified,Metastatic,Therapeutic Relapse,UMDNJ - Robert Wood Johnson University Hospital,AOST0221,2
2014-02-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Carilion Clinic Children's Hospital,AALL0932,4
2007-10-05,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Saint Vincent Hospital and Health Services,AOST0331,6
1999-03-23,Urine,Frozen,Fluid,Not Specified,Pre-Therapy,Oregon Health and Science University,CCG-B947,5
2010-09-28,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Kaiser Permanente-Oakland,AREN03B2,4
2011-02-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Baylor College of Medicine,AHOD04B1,4
2013-07-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Texas Southwestern Medical Center,AALL08B1,5
1996-05-24,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital Medical Center of Akron,CCG-B903,1
2013-11-08,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kaiser Permanente-Oakland,AALL08B1,1
2012-07-31,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kosair Children's Hospital,AALL0932,2
2009-04-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital Central California,AALL0232,1
2007-02-28,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Children's Hospital Colorado,AOST0331,5
2010-02-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,ANHL0131,10
2007-07-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital of Philadelphia,AALL03B1,1
2014-05-23,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Alfred I duPont Hospital for Children,ANBL0032,1
2013-01-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Saint Joseph's Hospital/Children's Hospital-Tampa,AALL0331,8
2012-04-13,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Oklahoma Health Sciences Center,AALL1131,2
2005-12-09,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Winthrop University Hospital,AALL0331,1
2008-02-05,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Saint Mary's Hospital,AALL0232,1
2005-06-30,Tissue,Fixed-Formalin,Ovary,Malignant,Pre-Therapy,Legacy Emanuel Children's Hospital,AGCT0132,3
2013-04-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Georgia Regents University Medical Center,AALL1131,2
1993-02-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,CCG-E15,2
2008-07-30,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital Medical Center of Akron,ACNS02B3,15
2011-05-26,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Princess Margaret Hospital for Children,AALL0434,1
2011-03-18,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Georgia Regents University Medical Center,AREN03B2,4
2012-08-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Iowa/Holden Comprehensive Cancer Center,ACNS0332,18
2005-04-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,The Childrens Mercy Hospital,D9902,3
2005-01-17,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Beaumont Children's Hospital-Royal Oak,CCG-1991,1
2011-03-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Miller Children's and Women's Hospital Long Beach,ACNS0831,1
2012-08-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Mississippi Medical Center,AALL08B1,4
2014-07-18,Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,Connecticut Children's Medical Center,ANBL00B1,9
2007-11-29,Cell Slide,Fixed-Other,Not Specified,Not Specified,Other/Not Specified,Kosair Children's Hospital,AAML0531,1
2014-10-02,Tissue Slide,Fixed-Formalin,Not Specified,Non-Malignant,Other/Not Specified,Princess Margaret Hospital for Children,AEWS07B1,2
2009-03-05,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,McMaster Children's Hospital at Hamilton Health Sciences,AHOD0031,22
2008-11-19,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Advocate Children's Hospital-Park Ridge,AALL0232,1
1994-11-15,Tissue Slide,Fixed-Formalin,Bone Marrow,Malignant,Other/Not Specified,CancerCare Manitoba,CCG-1882,2
2011-10-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Texas Health Science Center at San Antonio,AALL08B1,40
2009-12-01,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Alfred I duPont Hospital for Children,AALL0434,1
2013-08-28,Whole Bone Marrow,None,Bone Marrow,Not Specified,Pre-Therapy,Stony Brook University Medical Center,AALL0932,4
2003-04-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Vanderbilt-Ingram Cancer Center,CCG-B947,10
2011-03-01,Tissue,Fixed-Formalin,Ovary,Malignant,Therapeutic Relapse,Memorial University Medical Center,ARST0332,1
2007-06-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL03B1,5
2000-11-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Colorado,CCG-B947,2
2014-04-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Santa Barbara Cottage Hospital,AALL1131,10
2009-05-22,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of Oklahoma Health Sciences Center,ANBL00B1,7
2007-11-26,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,AREN03B2,33
2009-09-23,Tissue,Frozen,Not Specified,Malignant,Post-Therapy,Hospital for Sick Children,ANBL00B1,2
2011-12-06,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,University of Texas Health Science Center at San Antonio,AREN03B2,1
2014-05-28,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Phoenix Childrens Hospital,AEWS1031,5
2006-02-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,The Steven and Alexandra Cohen Children's Medical Center of New York,AALL03B1,1
2014-07-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,University of Minnesota Medical Center-Fairview,ACCL1131,1
2012-09-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Southern California Permanente Medical Group,AALL0932,6
