collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2010-05-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Baylor College of Medicine,AALL0331,1
2005-07-22,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Memorial University Medical Center,AALL03B1,1
2013-06-18,Plasma,Frozen,Blood,Not Specified,Pre-Therapy,Childrens Hospital of Orange County,AEWS07B1,5
2014-05-30,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,British Columbia Children's Hospital,AREN03B2,5
2012-08-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Mary Bridge Children's Hospital and Health Center,AALL1131,18
2012-05-25,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Princess Margaret Hospital for Children,AREN03B2,2
2011-09-28,Tissue,Frozen,Not Specified,Malignant,On Therapy,Children's Hospital of Eastern Ontario,ARST0332,2
2014-09-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,UCSF Medical Center-Mission Bay,AALL08B1,1
2010-01-28,Whole Bone Marrow,Fixed-Formalin,Bone Marrow,Not Specified,Other/Not Specified,Georgia Regents University Medical Center,AAML0531,4
2011-12-05,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of Kentucky/Markey Cancer Center,D9902,4
2014-04-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Johns Hopkins University/Sidney Kimmel Cancer Center,AALL0932,3
1998-05-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's National Medical Center,CCG-5961,2
2012-05-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's National Medical Center,AALL08B1,1
2014-07-01,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Dana-Farber Cancer Institute,ANBL0032,1
2014-01-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Oregon Health and Science University,AEWS07B1,10
2003-06-10,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Alberta Children's Hospital,AHOD0031,11
2004-04-20,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Driscoll Children's Hospital,A3961,1
2008-10-07,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,Children's National Medical Center,AREN03B2,1
2012-05-31,Tissue Slide,Fixed-Other,Not Specified,Malignant,Post-Therapy,Virginia Commonwealth University/Massey Cancer Center,ANBL00B1,1
2014-09-03,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,All Children's Hospital,AALL08B1,1
2002-06-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's National Medical Center,ANBL00B1,10
2003-09-16,Plasma,Frozen,Blood,Not Specified,Other/Not Specified,CancerCare Manitoba,P9641,1
2008-12-01,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Hospital for Sick Children,ANBL0032,5
2009-10-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Roswell Park Cancer Institute,AALL05B1,3
2009-12-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Duke University Medical Center,AALL0232,1
2012-09-13,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Scott and White Memorial Hospital,AALL0932,2
2013-02-08,Tissue,Frozen,Not Specified,Non-Malignant,Pre-Therapy,University of Illinois,AREN03B2,1
2014-02-14,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Saint Vincent Hospital and Health Services,ANBL00B1,1
2015-03-18,RNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,AALL1131,1
2014-12-03,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Kaiser Permanente-Oakland,AALL08B1,2
2013-08-14,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Centre Hospitalier Universitaire de Quebec,ANBL00B1,2
1999-12-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,CCG-B973,1
2009-09-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,BI-LO Charities Children's Cancer Center,AALL03B1,8
2003-04-04,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Mayo Clinic,ANBL00B1,10
2010-02-08,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Kentucky/Markey Cancer Center,AALL03B1,1
2007-09-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Central California,AALL03B1,2
2011-04-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,State University of New York Upstate Medical University,ANBL00B1,9
2004-08-23,Tissue,Frozen,Other,Malignant,Pre-Therapy,Advocate Children's Hospital-Oak Lawn,ANBL00B1,1
2009-02-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Loma Linda University Medical Center,AALL03B1,3
2012-06-22,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,East Tennessee Childrens Hospital,AREN03B2,3
2009-10-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Lurie Children's Hospital-Chicago,AALL03B1,5
2009-05-22,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Specialty Center of Nevada II,AALL0232,1
2010-11-02,Serum,Frozen,Blood,Not Specified,Therapeutic Relapse,Seattle Children's Hospital,D9902,2
2012-06-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Riley Hospital for Children,AALL0331,20
2010-10-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,T C Thompson Children's Hospital,AALL03B1,6
2015-01-26,Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,British Columbia Children's Hospital,ANBL00B1,10
2007-05-04,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Riley Hospital for Children,AALL0434,1
2013-05-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Texas Southwestern Medical Center,AOST06B1,30
2008-05-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Lady Cilento Children's Hospital,AHOD0431,8
2013-04-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Healthcare of Atlanta - Egleston,AALL0932,3
2009-12-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Morristown Memorial Hospital,AALL03B1,2
2010-12-14,Serum,Frozen,Blood,Not Specified,On Therapy,Seattle Children's Hospital,AHOD04B1,5
1996-05-15,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital Colorado,CCG-B947,1
1993-01-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Kentucky/Markey Cancer Center,CCG-B903,2
2011-05-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Carolinas Medical Center,AALL0434,2
2012-12-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Nationwide Children's Hospital,AALL08B1,24
2003-09-26,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Washington University School of Medicine,AOST0121,2
2010-02-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,AALL0331,1
2014-10-10,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of Mississippi Medical Center,D9902,4
2010-09-07,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Loma Linda University Medical Center,AALL0434,1
2005-08-19,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Penn State Hershey Children's Hospital,AALL0232,1
2007-11-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AALL0331,2
2005-09-07,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Hospital for Sick Children,AALL03B1,1
2011-10-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Maine Children's Cancer Program,AALL08B1,2
2012-01-03,Tissue,Frozen,Not Specified,Metastatic,Pre-Therapy,Princess Margaret Hospital for Children,ANBL00B1,2
2012-03-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL1131,1
2002-09-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Wayne State University/Karmanos Cancer Institute,CCG-B947,2
2011-01-26,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Duke University Medical Center,D9902,2
2010-01-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Seattle Children's Hospital,AALL03B1,1
2012-01-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Memorial Healthcare System - Joe DiMaggio Children's Hospital,AALL03B1,19
2014-06-26,Tissue Slide,Fixed-Formalin,Not Specified,Metastatic,Pre-Therapy,Children's Hospital Medical Center of Akron,AREN03B2,5
2007-12-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,AALL0331,14
2004-03-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Loma Linda University Medical Center,CCG-B947,3
2011-02-25,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Mississippi Medical Center,AREN03B2,5
2011-08-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Oregon Health and Science University,AALL0932,7
2011-06-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Alabama,AALL08B1,17
2006-06-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Connecticut Children's Medical Center,AALL0331,1
2011-03-01,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Dell Children's Medical Center of Central Texas,AGCT0132,3
2008-03-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Midwest Children's Cancer Center,AALL03B1,3
2013-04-08,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Centre Hospitalier Universitaire Sainte-Justine,ACNS02B3,1
2014-03-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Arkansas Children's Hospital,AALL08B1,12
2010-03-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Wake Forest University Health Sciences,AALL0331,3
2009-04-29,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Seattle Children's Hospital,D9902,1
2013-03-07,Whole Blood,None,Blood,Malignant,Pre-Therapy,Kosair Children's Hospital,AALL08B1,20
2012-07-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of California Davis Comprehensive Cancer Center,AALL0434,4
2009-03-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of California Davis Comprehensive Cancer Center,AALL0331,1
1998-02-04,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-B947,2
2014-11-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,IWK Health Centre,AREN03B2,4
2007-02-22,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Nemours Children's Clinic-Jacksonville,AALL03B1,1
2005-12-08,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Hackensack University Medical Center,AALL0031,1
2013-12-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Oregon Health and Science University,AALL1131,1
2013-11-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,City of Hope Comprehensive Cancer Center,AALL1131,20
2014-10-28,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Cook Children's Medical Center,AOST06B1,1
1996-11-05,Urine,Frozen,Fluid,Not Specified,Pre-Therapy,C S Mott Children's Hospital,CCG-B947,5
2013-07-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,University of South Alabama,AALL03B1,1
1999-05-26,Tissue,Frozen,Not Specified,Non-Malignant,Other/Not Specified,Penn State Hershey Children's Hospital,CCG-B947,1
2011-12-21,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Mary Bridge Children's Hospital and Health Center,AREN03B2,2
2011-11-25,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,IWK Health Centre,ACNS02B3,10
2009-08-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Dell Children's Medical Center of Central Texas,AALL03B1,1
2010-11-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Duke University Medical Center,ANBL00B1,12
2007-03-21,Tissue,Frozen,Not Specified,Malignant,Post-Therapy,McMaster Children's Hospital at Hamilton Health Sciences,ANBL00B1,2
2013-09-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Nationwide Children's Hospital,AALL08B1,3
2008-04-29,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Baylor College of Medicine,ARET0332,1
2008-02-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loma Linda University Medical Center,AALL03B1,1
2008-09-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,All Children's Hospital,AALL03B1,18
2014-04-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,The Childrens Mercy Hospital,AALL0932,4
2013-04-25,Tissue,Frozen,Not Specified,Malignant,On Therapy,All Children's Hospital,AREN03B2,1
2001-01-03,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Yale University,P9754,1
2007-03-15,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Alfred I duPont Hospital for Children,AALL03B1,1
2006-06-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Texas Health Science Center at San Antonio,D9902,12
2002-01-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Albany Medical Center,CCG-1961,9
2014-06-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Beaumont Children's Hospital-Royal Oak,AALL0434,18
2007-03-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Swiss Pediatric Oncology Group - Lausanne,AALL03B1,1
2013-06-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Arnold Palmer Hospital for Children,AALL08B1,5
2008-11-24,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Dell Children's Medical Center of Central Texas,AALL0434,2
2015-03-09,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Baylor College of Medicine,AALL0932,4
2005-03-28,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Winthrop University Hospital,AALL03B1,2
2010-08-26,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Washington University School of Medicine,ACNS02B3,1
1998-09-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Phoenix Childrens Hospital,CCG-B947,1
2006-05-23,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,IWK Health Centre,AALL03B1,1
1997-10-21,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Children's Hospital Los Angeles,CCG-B944,1
2012-10-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Children's National Medical Center,AALL0434,1
2015-02-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,The Steven and Alexandra Cohen Children's Medical Center of New York,AALL0932,13
2013-02-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,AALL08B1,20
2007-11-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of New Mexico,D9902,12
1996-05-09,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Alfred I duPont Hospital for Children,CCG-B947,2
2014-03-10,Whole Blood,Frozen,Blood,Non-Malignant,Pre-Therapy,Mayo Clinic,ACNS0831,3
2006-11-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of North Carolina at Chapel Hill,AALL0331,8
2013-01-18,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Maine Children's Cancer Program,AALL08B1,2
2002-11-04,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Centre Hospitalier Universitaire de Quebec,ANBL00B1,4
1998-10-08,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Santa Barbara Cottage Hospital,CCG-B944,2
2007-01-26,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Penn State Hershey Children's Hospital,AHOD0031,12
1998-11-14,Urine,Frozen,Fluid,Not Specified,Pre-Therapy,Penn State Hershey Children's Hospital,CCG-B903,4
2013-10-11,Plasma,Frozen,Blood,Not Specified,Pre-Therapy,Stony Brook University Medical Center,AOST06B1,5
2008-03-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital Medical Center of Akron,AALL03B1,1
2007-12-31,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dana-Farber Cancer Institute,ANBL00B1,12
2008-05-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital Los Angeles,AALL0331,4
2012-04-02,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Advocate Children's Hospital-Oak Lawn,AALL1131,20
2008-10-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Phoenix Childrens Hospital,AALL03B1,2
2014-08-26,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loma Linda University Medical Center,AALL08B1,2
2007-05-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's National Medical Center,AALL03B1,3
2012-01-03,Tissue Slide,Fixed-Formalin,Not Specified,Metastatic,On Therapy,Children's Hospital and Medical Center of Omaha,AREN03B2,10
2014-04-17,RNA,Frozen,Not Specified,Not Specified,On Therapy,Wayne State University/Karmanos Cancer Institute,AALL1131,1
2005-07-06,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Morristown Memorial Hospital,AALL03B1,2
2004-04-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital,CCG-B947,11
2009-11-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,UMDNJ - Robert Wood Johnson University Hospital,AALL0232,1
2012-07-31,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,AREN03B2,2
2009-04-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Lady Cilento Children's Hospital,AALL06N1,1
2007-05-22,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Women's and Children's Hospital-Adelaide,AHOD0031,4
2008-01-25,DNA,Frozen,Not Specified,Not Specified,On Therapy,Nemours Children's Clinic - Pensacola,AALL0232,1
2014-10-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Royal Children's Hospital,AALL0932,9
2006-11-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Princess Margaret Hospital for Children,ACNS0331,2
2011-08-05,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Stony Brook University Medical Center,AREN03B2,3
2009-10-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Philadelphia,AALL03B1,2
2012-02-09,Tissue,Fixed-Formalin,Not Specified,Metastatic,Therapeutic Relapse,Rocky Mountain Hospital for Children-Presbyterian Saint Luke's Medical Center,ABTR01B1,4
1999-06-29,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of Kentucky/Markey Cancer Center,CCG-B944,1
2012-06-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,East  Carolina University,AALL0932,7
2008-09-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,AEWS02B1,12
2006-08-23,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Columbia University Medical Center,ANBL00B1,4
2012-08-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Medical Center of Akron,AALL1131,4
2001-10-25,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Southern California Permanente Medical Group,P9851,1
1999-01-07,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,A9961,1
2009-07-27,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,IWK Health Centre,ABTR01B1,2
2014-09-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Golisano Children's Hospital of Southwest Florida,AALL08B1,1
2003-11-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Royal Children's Hospital,P9641,11
2002-06-26,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Centre Hospitalier Universitaire Sainte-Justine,A3973,30
2011-11-23,Tissue,Fixed-Formalin,Adrenal,Metastatic,Pre-Therapy,Boldrini Children's Cancer Center,ARAR0332,1
2014-07-10,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Massachusetts General Hospital Cancer Center,AALL08B1,2
2007-10-09,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,UCSF Medical Center-Mission Bay,ANHL0221,2
2006-12-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Connecticut Children's Medical Center,AALL0433,1
2015-03-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Children's Hospital Colorado,AALL08B1,11
2015-02-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Primary Children's Hospital,ACNS02B3,4
2013-08-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Pre-Therapy,Dana-Farber Cancer Institute,AEWS1031,4
2001-02-14,Tissue,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,CCG-B947,1
2008-01-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Rochester,P9851,7
2011-06-23,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Children's Hospital of Alabama,ANBL00B1,1
1997-07-10,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital Central California,CCG-B947,1
2013-10-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Saint Mary's Hospital,AALL0434,20
2007-12-13,Tissue,Frozen,Not Specified,Malignant,Post-Therapy,UCSF Medical Center-Mission Bay,ANBL0421,1
2002-06-21,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,The Steven and Alexandra Cohen Children's Medical Center of New York,ANBL00B1,6
2003-09-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,New York Medical College,ANBL0321,6
2012-11-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Childrens Hospital of Orange County,AALL08B1,3
2000-11-20,Tissue Slide,Fixed-Formalin,Lymph Node,Malignant,Pre-Therapy,Geisinger Medical Center,CCG-B944,7
2008-04-22,***,***,Bone Marrow,***,Pre-Therapy,Children's Hospital,AALL0331,1
2013-05-10,Whole Bone Marrow,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Southern California Permanente Medical Group,D9902,1
2011-03-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Kosair Children's Hospital,AALL03B1,1
1996-10-03,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Children's Hospital of Pittsburgh of UPMC,CCG-B947,1
2014-06-02,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital Los Angeles,AALL08B1,1
2006-07-24,RNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AALL03B1,1
2008-05-01,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,UMDNJ - Robert Wood Johnson University Hospital,AOST0331,1
2012-08-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Kentucky/Markey Cancer Center,AALL08B1,9
2004-12-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Brooklyn Hospital Center,AALL03B1,2
2013-06-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Roswell Park Cancer Institute,AALL08B1,1
2013-04-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Wisconsin Hospital and Clinics,AALL1131,19
2012-11-15,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,D9902,3
2013-09-06,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Hurley Medical Center,AALL0932,2
2000-01-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,University of California Davis Comprehensive Cancer Center,P9851,1
2013-02-02,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Memorial Sloan-Kettering Cancer Center,AREN03B2,1
2009-11-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,AEWS07B1,24
2010-09-30,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Centre Hospitalier Universitaire Sainte-Justine,ACNS02B3,3
2008-11-13,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Children's Hospital Los Angeles,D9902,1
2004-11-16,Plasma,Frozen,Blood,Not Specified,Other/Not Specified,Saint Mary's Hospital,A3973,2
2007-12-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Healthcare of Atlanta - Egleston,AALL0331,1
2014-12-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Nemours Children's Hospital,AALL1131,20
2010-11-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Childrens Hospital of Orange County,AALL08B1,1
2011-07-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Riley Hospital for Children,AALL08B1,5
2013-12-05,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,ANBL12P1,1
2007-01-05,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Brooklyn Hospital Center,AALL0232,1
2007-04-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Florida Hospital Orlando,AALL03B1,3
2004-09-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,UMDNJ - Robert Wood Johnson University Hospital,ANBL00B1,21
