specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,CtepStudyID,CollectionProtocolStatus,ProtocolCategory,SpecimenCount
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,A9952,Complete,Central Nervous System Tumors,71
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AALL03B1,Complete,Acute Lymphoblastic Leukemia,30
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AB9804,Closed To Accrual,Ewing Sarcoma,30
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ABTR01B1,Active,Biopathology and Translational Research,418
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ACNS0122,Complete,Central Nervous System Tumors,13
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ACNS0232,Complete,Central Nervous System Tumors,9
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ACNS02B3,Active,Central Nervous System Tumors,409
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ADVL0122,Closed To Accrual,Experimental Therapeutics,25
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ADVL0821,Complete,Experimental Therapeutics,30
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ADVL1221,Closed To Accrual And Intervention,Experimental Therapeutics,12
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AE22,Complete,Epidemiology,7
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AEWS0031,Complete,Ewing Sarcoma,3
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AEWS02B1,Complete,Ewing Sarcoma,20
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AEWS1031,Active,Ewing Sarcoma,14
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AGCT0521,Complete,Germ Cell Tumor,20
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AHOD0031,Complete,Hodgkin Disease,55
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AHOD0431,Complete,Hodgkin Disease,14
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AHOD04B1,Closed To Accrual,Hodgkin Disease,408
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AHOD0521,Complete,Hodgkin Disease,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ANBL0032,Active,Neuroblastoma,67
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ANBL00B1,Active,Neuroblastoma,148
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ANBL00P3,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ANBL0321,Complete,Neuroblastoma,39
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ANHL0131,Complete,Non-Hodgkin Lymphoma,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ANHL0221,Complete,Non-Hodgkin Lymphoma,4
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,AOST0121,Complete,Osteosarcoma,59
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ARST0332,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,8
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,CCG-3891,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,CCG-5942,Complete,Hodgkin Disease,10
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,CCG-99703,Complete,Central Nervous System Tumors,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,CCG-B903,Complete,Unknown/Unspecified,18
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,CCG-B944,Complete,Hodgkin Disease,13
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,528
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,CCG-B973,Complete,Non-Hodgkin Lymphoma,67
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,D9502,Complete,Soft Tissue Sarcoma,28
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,D9602,Complete,Soft Tissue Sarcoma,113
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,D9802,Complete,Soft Tissue Sarcoma,9
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,D9803,Complete,Soft Tissue Sarcoma,24
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,D9902,Active,Soft Tissue Sarcoma,50
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,P9641,Complete,Neuroblastoma,90
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,P9645,Complete,Liver Tumors,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,P9673,Complete,Acute Lymphoblastic Leukemia,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,P9754,Complete,Osteosarcoma,1238
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,P9851,Complete,Osteosarcoma,1572
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,POG-8741/42,Complete,Non-Hodgkin Lymphoma,30
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,POG-9046,Complete,Renal Tumors,19
Tissue Slide,Fixed-Formalin,Other,Malignant,Other/Not Specified,POG-9047,Complete,Non-Hodgkin Lymphoma,111
Tissue Slide,Fixed-Formalin,Other,Malignant,Post-Therapy,ACNS02B3,Active,Central Nervous System Tumors,13
Tissue Slide,Fixed-Formalin,Other,Malignant,Post-Therapy,ANBL0032,Active,Neuroblastoma,145
Tissue Slide,Fixed-Formalin,Other,Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,580
Tissue Slide,Fixed-Formalin,Other,Malignant,Post-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,20
Tissue Slide,Fixed-Formalin,Other,Malignant,Post-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,80
Tissue Slide,Fixed-Formalin,Other,Malignant,Post-Therapy,CCG-5961,Complete,Non-Hodgkin Lymphoma,16
Tissue Slide,Fixed-Formalin,Other,Malignant,Post-Therapy,CCG-B903,Complete,Unknown/Unspecified,4
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,A3973,Complete,Neuroblastoma,17
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AALL0434,Closed To Accrual,Acute Lymphoblastic Leukemia,355
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AALL1231,Active,Acute Lymphoblastic Leukemia,8
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AB9804,Closed To Accrual,Ewing Sarcoma,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,225
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ACNS0121,Complete,Central Nervous System Tumors,16
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ACNS02B3,Active,Central Nervous System Tumors,199
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ACNS0332,Temporarily Closed To Accrual,Central Nervous System Tumors,285
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ACNS0334,In Review,Central Nervous System Tumors,22
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AEWS0031,Complete,Ewing Sarcoma,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AEWS07B1,Active,Ewing Sarcoma,27
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AEWS1031,Active,Ewing Sarcoma,26
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AHOD0031,Complete,Hodgkin Disease,106
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AHOD04B1,Closed To Accrual,Hodgkin Disease,786
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,AHOD1331,Active,Hodgkin Disease,12
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ANBL0032,Active,Neuroblastoma,77
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,2122
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ANBL00P3,Complete,Neuroblastoma,51
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ANBL0321,Complete,Neuroblastoma,9
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,6
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,87
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ANHL1131,Active,Non-Hodgkin Lymphoma,41
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ARST0332,Complete,Soft Tissue Sarcoma,35
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ARST0431,Complete,Soft Tissue Sarcoma,12
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ARST0531,Complete,Soft Tissue Sarcoma,16
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ARST08P1,Complete,Soft Tissue Sarcoma,15
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,6
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,CCG-5941,Complete,Non-Hodgkin Lymphoma,64
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,CCG-5961,Complete,Non-Hodgkin Lymphoma,62
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,CCG-B903,Complete,Unknown/Unspecified,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,CCG-B944,Complete,Hodgkin Disease,10
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,29
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,D9502,Complete,Soft Tissue Sarcoma,23
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,D9602,Complete,Soft Tissue Sarcoma,62
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,D9802,Complete,Soft Tissue Sarcoma,96
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,D9803,Complete,Soft Tissue Sarcoma,98
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,294
Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,P9673,Complete,Acute Lymphoblastic Leukemia,2
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,AALL0434,Closed To Accrual,Acute Lymphoblastic Leukemia,6
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,ACNS02B3,Active,Central Nervous System Tumors,35
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,AEWS07B1,Active,Ewing Sarcoma,23
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,AEWS1031,Active,Ewing Sarcoma,23
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,AHOD0031,Complete,Hodgkin Disease,9
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,AHOD0121,Complete,Hodgkin Disease,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,AHOD04B1,Closed To Accrual,Hodgkin Disease,82
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,ANBL00B1,Active,Neuroblastoma,117
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,CCG-B947,Complete,Unknown/Unspecified,1
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,D9802,Complete,Soft Tissue Sarcoma,6
Tissue Slide,Fixed-Formalin,Other,Malignant,Therapeutic Relapse,D9902,Active,Soft Tissue Sarcoma,6
Tissue Slide,Fixed-Formalin,Other,Metastatic,Post-Therapy,ANBL0032,Active,Neuroblastoma,25
Tissue Slide,Fixed-Formalin,Other,Metastatic,Post-Therapy,ANBL00B1,Active,Neuroblastoma,41
Tissue Slide,Fixed-Formalin,Other,Metastatic,Post-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,14
Tissue Slide,Fixed-Formalin,Other,Metastatic,Post-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,18
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,A3973,Complete,Neuroblastoma,8
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,AAML1031,Active,Acute Myeloid Leukemia,18
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,18
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,ACNS0334,In Review,Central Nervous System Tumors,13
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,AHOD0031,Complete,Hodgkin Disease,2
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,AHOD04B1,Closed To Accrual,Hodgkin Disease,23
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,AHOD1331,Active,Hodgkin Disease,24
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,ANBL0032,Active,Neuroblastoma,20
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,160
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,1
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,2
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,ARST08P1,Complete,Soft Tissue Sarcoma,12
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,D9802,Complete,Soft Tissue Sarcoma,8
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,D9803,Complete,Soft Tissue Sarcoma,4
Tissue Slide,Fixed-Formalin,Other,Metastatic,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,20
Tissue Slide,Fixed-Formalin,Other,Metastatic,Therapeutic Relapse,ANBL00B1,Active,Neuroblastoma,26
Tissue Slide,Fixed-Formalin,Other,Metastatic,Therapeutic Relapse,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,10
Tissue Slide,Fixed-Formalin,Other,Non-Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,1
Tissue Slide,Fixed-Formalin,Other,Non-Malignant,Post-Therapy,ANBL0032,Active,Neuroblastoma,20
Tissue Slide,Fixed-Formalin,Other,Non-Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,31
Tissue Slide,Fixed-Formalin,Other,Non-Malignant,Post-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,20
Tissue Slide,Fixed-Formalin,Other,Non-Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,22
Tissue Slide,Fixed-Formalin,Other,Non-Malignant,Pre-Therapy,ANHL1131,Active,Non-Hodgkin Lymphoma,1
Tissue Slide,Fixed-Formalin,Other,Not Specified,Other/Not Specified,ARST0431,Complete,Soft Tissue Sarcoma,2
Tissue Slide,Fixed-Formalin,Other,Not Specified,Other/Not Specified,D9602,Complete,Soft Tissue Sarcoma,28
Tissue Slide,Fixed-Formalin,Other,Not Specified,Other/Not Specified,D9902,Active,Soft Tissue Sarcoma,2
Tissue Slide,Fixed-Formalin,Other,Not Specified,Other/Not Specified,P9641,Complete,Neuroblastoma,9
Tissue Slide,Fixed-Formalin,Other,Not Specified,Other/Not Specified,POG-9047,Complete,Non-Hodgkin Lymphoma,26
Tissue Slide,Fixed-Formalin,Other,Not Specified,Pre-Therapy,CCG-5961,Complete,Non-Hodgkin Lymphoma,7
Tissue Slide,Fixed-Formalin,Other,Not Specified,Pre-Therapy,D9602,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Formalin,Other,Not Specified,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Other/Not Specified,AB9804,Closed To Accrual,Ewing Sarcoma,24
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Other/Not Specified,ABTR01B1,Active,Biopathology and Translational Research,506
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Other/Not Specified,AE22,Complete,Epidemiology,112
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Other/Not Specified,AGCT0132,Complete,Germ Cell Tumor,3
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Other/Not Specified,AGCT0521,Complete,Germ Cell Tumor,43
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,209
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,1382
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Pre-Therapy,ANHL1131,Active,Non-Hodgkin Lymphoma,4
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Pre-Therapy,ANHL12P1,Active,Non-Hodgkin Lymphoma,31
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Pre-Therapy,CCG-5961,Complete,Non-Hodgkin Lymphoma,35
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Pre-Therapy,CCG-B944,Complete,Hodgkin Disease,26
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,34
Tissue Slide,Fixed-Formalin,Ovary,Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Formalin,Ovary,Metastatic,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,64
Tissue Slide,Fixed-Formalin,Ovary,Metastatic,Pre-Therapy,CCG-5961,Complete,Non-Hodgkin Lymphoma,3
Tissue Slide,Fixed-Formalin,Ovary,Metastatic,Pre-Therapy,CCG-B944,Complete,Hodgkin Disease,2
Tissue Slide,Fixed-Formalin,Ovary,Metastatic,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,2
Tissue Slide,Fixed-Formalin,Ovary,Metastatic,Therapeutic Relapse,ABTR01B1,Active,Biopathology and Translational Research,10
Tissue Slide,Fixed-Formalin,Ovary,Non-Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,147
Tissue Slide,Fixed-Formalin,Pancreas,Malignant,Other/Not Specified,ABTR01B1,Active,Biopathology and Translational Research,2
Tissue Slide,Fixed-Formalin,Pancreas,Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,20
Tissue Slide,Fixed-Formalin,Thymus,Malignant,Other/Not Specified,ABTR01B1,Active,Biopathology and Translational Research,50
Tissue Slide,Fixed-Formalin,Thymus,Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,1
Tissue Slide,Fixed-Formalin,Thymus,Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,25
Tissue Slide,Fixed-Formalin,Thymus,Malignant,Pre-Therapy,AHOD04B1,Closed To Accrual,Hodgkin Disease,10
Tissue Slide,Fixed-Formalin,Uterus,Malignant,Pre-Therapy,ARST0331,Complete,Soft Tissue Sarcoma,15
Tissue Slide,Fixed-Formalin,Uterus,Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,15
Tissue Slide,Fixed-Other,Adrenal,Malignant,Other/Not Specified,A3973,Complete,Neuroblastoma,5
Tissue Slide,Fixed-Other,Adrenal,Malignant,Other/Not Specified,ANBL0032,Active,Neuroblastoma,3
Tissue Slide,Fixed-Other,Adrenal,Malignant,Other/Not Specified,ANBL00B1,Active,Neuroblastoma,16
Tissue Slide,Fixed-Other,Adrenal,Malignant,Other/Not Specified,ANBL0321,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Other,Adrenal,Malignant,Other/Not Specified,P9641,Complete,Neuroblastoma,3
Tissue Slide,Fixed-Other,Adrenal,Malignant,Pre-Therapy,A3961,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Other,Adrenal,Malignant,Pre-Therapy,A3973,Complete,Neuroblastoma,4
Tissue Slide,Fixed-Other,Adrenal,Malignant,Pre-Therapy,ANBL0032,Active,Neuroblastoma,5
Tissue Slide,Fixed-Other,Adrenal,Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,27
Tissue Slide,Fixed-Other,Adrenal,Malignant,Pre-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,4
Tissue Slide,Fixed-Other,Adrenal,Malignant,Pre-Therapy,P9641,Complete,Neuroblastoma,2
Tissue Slide,Fixed-Other,Bone Marrow,Malignant,Pre-Therapy,ANBL0032,Active,Neuroblastoma,1
Tissue Slide,Fixed-Other,Bone Marrow,Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,4
Tissue Slide,Fixed-Other,Bone Marrow,Malignant,Pre-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,2
Tissue Slide,Fixed-Other,Bone Marrow,Malignant,Pre-Therapy,CCG-1991,Complete,Acute Lymphoblastic Leukemia,1
Tissue Slide,Fixed-Other,Bone Marrow,Malignant,Pre-Therapy,CCG-B947,Complete,Unknown/Unspecified,1
Tissue Slide,Fixed-Other,Brain,Malignant,Pre-Therapy,ACNS02B3,Active,Central Nervous System Tumors,4
Tissue Slide,Fixed-Other,Brain,Malignant,Pre-Therapy,ACNS0332,Temporarily Closed To Accrual,Central Nervous System Tumors,2
Tissue Slide,Fixed-Other,Brain,Malignant,Pre-Therapy,ACNS0333,Temporarily Closed To Accrual,Central Nervous System Tumors,3
Tissue Slide,Fixed-Other,Brain,Malignant,Pre-Therapy,ACNS0831,Active,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Lymph Node,Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,1
Tissue Slide,Fixed-Other,Lymph Node,Malignant,Pre-Therapy,D9902,Active,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,On Therapy,AOST0331,Closed To Accrual And Intervention,Osteosarcoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,On Therapy,AREN03B2,Active,Renal Tumors,8
Tissue Slide,Fixed-Other,Not Specified,Malignant,On Therapy,P9851,Complete,Osteosarcoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,A3973,Complete,Neuroblastoma,21
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,A9952,Complete,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,AB9804,Closed To Accrual,Ewing Sarcoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,ABTR04B1,Active,Biopathology and Translational Research,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,ADVL0813,Complete,Experimental Therapeutics,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,ADVL0821,Complete,Experimental Therapeutics,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,ADVL1221,Closed To Accrual And Intervention,Experimental Therapeutics,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,ANBL0032,Active,Neuroblastoma,5
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,ANBL00B1,Active,Neuroblastoma,45
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,ANBL0321,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,AOST0121,Complete,Osteosarcoma,16
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,AOST0331,Closed To Accrual And Intervention,Osteosarcoma,52
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,AOST06B1,Active,Osteosarcoma,57
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,AOST06P1,Complete,Osteosarcoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,CCG-9942,Complete,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,11
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,CCG-B973,Complete,Non-Hodgkin Lymphoma,2
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,D9802,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,D9803,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,D9902,Active,Soft Tissue Sarcoma,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,INT-0133,Complete,Unknown/Unspecified,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,P9641,Complete,Neuroblastoma,10
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,P9754,Complete,Osteosarcoma,8
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,P9851,Complete,Osteosarcoma,50
Tissue Slide,Fixed-Other,Not Specified,Malignant,Other/Not Specified,POG-9047,Complete,Non-Hodgkin Lymphoma,13
Tissue Slide,Fixed-Other,Not Specified,Malignant,Post-Therapy,ANBL0032,Active,Neuroblastoma,44
Tissue Slide,Fixed-Other,Not Specified,Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,92
Tissue Slide,Fixed-Other,Not Specified,Malignant,Post-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,5
Tissue Slide,Fixed-Other,Not Specified,Malignant,Post-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,17
Tissue Slide,Fixed-Other,Not Specified,Malignant,Post-Therapy,CCG-3891,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,A3961,Complete,Neuroblastoma,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,A3973,Complete,Neuroblastoma,36
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,A9961,Complete,Central Nervous System Tumors,1
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,AB9804,Closed To Accrual,Ewing Sarcoma,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,90
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ABTR04B1,Active,Biopathology and Translational Research,4
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ACNS02B3,Active,Central Nervous System Tumors,155
Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,ACNS0331,Active,Central Nervous System Tumors,63
