specimenBiophysicalType	preservationType	fmaAnatomicSourceLocation	pathologicalStatus	diseaseStatus	CtepStudyID	CollectionProtocolStatus	ProtocolCategory	Race	SpecimenCount
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9346	Complete	Unknown/Unspecified	White	3
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9641	Complete	Neuroblastoma	Black	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9641	Complete	Neuroblastoma	Unknown	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9641	Complete	Neuroblastoma	White	11
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9645	Complete	Liver Tumors	American Indian, Aleutian	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9645	Complete	Liver Tumors	Asian Indian, Pakistani	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9645	Complete	Liver Tumors	Other	4
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9645	Complete	Liver Tumors	Other Asian	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9645	Complete	Liver Tumors	Unknown	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9645	Complete	Liver Tumors	White	42
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9749	Complete	Germ Cell Tumor	Black	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9749	Complete	Germ Cell Tumor	Other Asian	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9749	Complete	Germ Cell Tumor	White	5
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9754	Complete	Osteosarcoma	Black	4
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9754	Complete	Osteosarcoma	Vietnamese	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9754	Complete	Osteosarcoma	White	3
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	Black	11
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	Filipino	4
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	Other	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	Other Asian	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	Unknown	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	Vietnamese	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	White	56
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	POG-9047	Complete	Non-Hodgkin Lymphoma	Black	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Pre-Therapy	POG-9047	Complete	Non-Hodgkin Lymphoma	White	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	AB9804	Closed To Accrual	Ewing Sarcoma	White	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ACNS02B3	Active	Central Nervous System Tumors	White	4
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ACNS1021	Closed To Accrual And Intervention	Central Nervous System Tumors	White	4
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL0032	Active	Neuroblastoma	Black	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL0032	Active	Neuroblastoma	White	5
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	Black	7
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	White	34
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Black	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	White	6
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL1021	Complete	Neuroblastoma	Black	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	AOST0221	Complete	Osteosarcoma	White	2
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	AOST06B1	Active	Osteosarcoma	White	4
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	AREN03B2	Active	Renal Tumors	White	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ARST0431	Complete	Soft Tissue Sarcoma	White	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	CCG-B947	Complete	Unknown/Unspecified	Unknown	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	D9502	Complete	Soft Tissue Sarcoma	Black	3
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue Slide	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	P9851	Complete	Osteosarcoma	White	2
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	White	2
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	ANBL0032	Active	Neuroblastoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	American Indian, Aleutian	1
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Black	2
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	White	5
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	American Indian, Aleutian	1
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	Black	1
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	White	4
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	P9754	Complete	Osteosarcoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	P9851	Complete	Osteosarcoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	POG-9047	Complete	Non-Hodgkin Lymphoma	Black	3
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	POG-9047	Complete	Non-Hodgkin Lymphoma	Other	5
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	POG-9047	Complete	Non-Hodgkin Lymphoma	Unknown	13
Tissue Slide	Fixed-Other	Other	Malignant	Other/Not Specified	POG-9047	Complete	Non-Hodgkin Lymphoma	White	35
Tissue Slide	Fixed-Other	Other	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	Black	1
Tissue Slide	Fixed-Other	Other	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	1
Tissue Slide	Fixed-Other	Other	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	White	2
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	A3973	Complete	Neuroblastoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	AB9804	Closed To Accrual	Ewing Sarcoma	Asian Indian, Pakistani	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Black	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ACNS02B3	Active	Central Nervous System Tumors	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	AEWS0031	Complete	Ewing Sarcoma	White	2
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Black	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Unknown	2
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	White	5
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	AGCT01P1	Complete	Germ Cell Tumor	Other	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Black	2
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	White	3
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Asian Indian, Pakistani	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Black	5
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Other	7
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	5
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Vietnamese	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	62
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	Black	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	American Indian, Aleutian	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ARST0431	Complete	Soft Tissue Sarcoma	Black	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Unknown	3
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	White	6
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	CCG-B973	Complete	Non-Hodgkin Lymphoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	D9502	Complete	Soft Tissue Sarcoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	White	2
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	D9803	Complete	Soft Tissue Sarcoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Asian Indian, Pakistani	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Black	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	6
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	P9641	Complete	Neuroblastoma	Other	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	P9641	Complete	Neuroblastoma	White	4
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	P9645	Complete	Liver Tumors	White	2
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	P9754	Complete	Osteosarcoma	Black	3
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	P9754	Complete	Osteosarcoma	White	3
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	Black	3
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	P9851	Complete	Osteosarcoma	White	3
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	POG-8104/05	Complete	Non-Hodgkin Lymphoma	White	2
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	POG-8741/42	Complete	Non-Hodgkin Lymphoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	POG-8743	Complete	Non-Hodgkin Lymphoma	White	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	POG-9047	Complete	Non-Hodgkin Lymphoma	Black	5
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	POG-9047	Complete	Non-Hodgkin Lymphoma	Other	1
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	POG-9047	Complete	Non-Hodgkin Lymphoma	Unknown	4
Tissue Slide	Fixed-Other	Other	Malignant	Pre-Therapy	POG-9047	Complete	Non-Hodgkin Lymphoma	White	21
Tissue Slide	Fixed-Other	Other	Malignant	Therapeutic Relapse	POG-7909	Complete	Unknown/Unspecified	White	1
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	AB9804	Closed To Accrual	Ewing Sarcoma	Black	1
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Black	1
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Other	3
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Unknown	1
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	13
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	AE22	Complete	Epidemiology	Unknown	2
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Black	4
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Other	1
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	White	16
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	White	1
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Black	4
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Other	1
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Unknown	2
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	White	5
Tissue Slide	Fixed-Other	Ovary	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Other	1
Tissue Slide	Frozen	Not Specified	Non-Malignant	On Therapy	AREN03B2	Active	Renal Tumors	White	1
Tissue Slide	Frozen	Not Specified	Non-Malignant	On Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	White	10
Tissue Slide	Frozen	Not Specified	Non-Malignant	On Therapy	D9902	Active	Soft Tissue Sarcoma	Other	3
Tissue Slide	Frozen	Not Specified	Non-Malignant	On Therapy	D9902	Active	Soft Tissue Sarcoma	White	10
Tissue Slide	Frozen	Not Specified	Non-Malignant	Other/Not Specified	AEWS1031	Active	Ewing Sarcoma	White	6
Tissue Slide	Frozen	Not Specified	Non-Malignant	Post-Therapy	ANBL0032	Active	Neuroblastoma	White	29
Tissue Slide	Frozen	Not Specified	Non-Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	White	39
Tissue Slide	Frozen	Not Specified	Non-Malignant	Post-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	White	3
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	40
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	ACNS02B3	Active	Central Nervous System Tumors	White	12
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	White	1
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Black	1
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	2
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	4
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	ANHL04B1	Active	Non-Hodgkin Lymphoma	Unknown	2
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	White	4
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Other	6
Tissue Slide	Frozen	Not Specified	Non-Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	4
Tissue Slide	Frozen	Not Specified	Non-Malignant	Therapeutic Relapse	ACNS02B3	Active	Central Nervous System Tumors	White	8
Tissue Slide	Frozen	Other	Non-Malignant	Pre-Therapy	AALL0434	Closed To Accrual	Acute Lymphoblastic Leukemia	Other	3
Tissue Slide	Frozen	Other	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	1
Tissue Slide	None	Bone Marrow	Non-Malignant	Other/Not Specified	ASCT1221	Active	Stem Cell Transplantation	White	5
Tissue Slide	None	Not Specified	Metastatic	Post-Therapy	ANBL0032	Active	Neuroblastoma	White	3
Tissue Slide	None	Not Specified	Metastatic	Post-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	1
Tissue Slide	None	Not Specified	Metastatic	Post-Therapy	ANBL00B1	Active	Neuroblastoma	White	5
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ACNS0333	Temporarily Closed To Accrual	Central Nervous System Tumors	White	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Black	2
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Other	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Other Asian	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL0032	Active	Neuroblastoma	White	10
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	American Indian, Aleutian	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Black	6
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Other	3
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Other Asian	2
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	8
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	54
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	Black	2
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	Other	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	Other Asian	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	White	5
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	Black	3
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	White	3
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	AREN03B2	Active	Renal Tumors	Black	5
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	AREN03B2	Active	Renal Tumors	Other	2
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	AREN03B2	Active	Renal Tumors	Unknown	2
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	AREN03B2	Active	Renal Tumors	Vietnamese	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	AREN03B2	Active	Renal Tumors	White	23
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	White	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	Unknown	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	D9802	Complete	Soft Tissue Sarcoma	White	2
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Unknown	1
Tissue Slide	None	Not Specified	Metastatic	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	AGCT0132	Complete	Germ Cell Tumor	White	1
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0032	Active	Neuroblastoma	Black	4
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0032	Active	Neuroblastoma	Other	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0032	Active	Neuroblastoma	Vietnamese	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0032	Active	Neuroblastoma	White	6
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	Black	4
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	Other	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	Unknown	1
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	Vietnamese	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	White	13
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0421	Complete	Neuroblastoma	White	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Black	1
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Other	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Vietnamese	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	White	3
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Samoan	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	White	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	AOST06B1	Active	Osteosarcoma	Samoan	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	AOST06B1	Active	Osteosarcoma	White	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	AREN03B2	Active	Renal Tumors	Filipino	1
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	AREN03B2	Active	Renal Tumors	Other	2
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	D9802	Complete	Soft Tissue Sarcoma	White	1
Tissue Slide	None	Not Specified	Metastatic	Therapeutic Relapse	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue Slide	None	Not Specified	Non-Malignant	On Therapy	AREN03B2	Active	Renal Tumors	Fiji Islander	1
Tissue Slide	None	Not Specified	Non-Malignant	On Therapy	AREN03B2	Active	Renal Tumors	White	1
Tissue Slide	None	Not Specified	Non-Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	4
Tissue Slide	None	Not Specified	Non-Malignant	Other/Not Specified	P9851	Complete	Osteosarcoma	White	3
Tissue Slide	None	Not Specified	Non-Malignant	Post-Therapy	ANBL0032	Active	Neuroblastoma	White	1
Tissue Slide	None	Not Specified	Non-Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	White	1
Tissue Slide	None	Not Specified	Non-Malignant	Post-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	White	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Black	3
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Unknown	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	14
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ACNS02B3	Active	Central Nervous System Tumors	Laotian	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ADVL1121	Complete	Experimental Therapeutics	White	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Other	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	White	2
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Asian Indian, Pakistani	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Other	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	8
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Asian Indian, Pakistani	3
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Black	39
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Hmong	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Korean	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Laotian	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Other	8
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Other Asian	3
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Pacific Islander, NOS	3
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Unknown	14
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Vietnamese	1
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	White	162
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	CCG-5961	Complete	Non-Hodgkin Lymphoma	White	2
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	CCG-B944	Complete	Hodgkin Disease	White	2
Tissue Slide	None	Not Specified	Non-Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	American Indian, Aleutian	1
